event_id,busines_obrazovanie,teatr_kino,tanci_balli,vecherinki_shou,vistavki_tvorchestvo,umor,koncerti_festivali,moda,igri_kvesti,romantika,activniy_otdih
3adb079f-756e-45e0-b003-fcf50d2d9c8f,,,,,,,1.0,,,,
50058b0a-9cbf-4f21-99a1-6852175156c5,1.0,,,,,,,,,,
d0f7340b-f38c-45c1-a425-0d0404cf28ea,,,,1.0,,,,,,,
80a2e461-933e-4925-8061-c4dacafb8d45,,1.0,,,,,,,,,
69f5da83-385d-491c-86b9-83f69968431d,,,,1.0,,,,,,1.0,
0ec64446-2792-4917-b930-2373ae1116bd,,1.0,,,,,,,,,
746809b9-3ce8-4c4d-8dc9-d721722b2754,,,,,1.0,,1.0,,,,
962f5c48-8fbd-447a-b413-47bc99de5d72,,,,,,,1.0,,,,
9d2bfad5-5b12-459f-a1dc-3d10f3b09cd1,,,,,,,,,,1.0,
bee29d62-e88a-49ab-a9ec-d154ff441641,,,,1.0,,,,,1.0,,
1f290055-c5c5-4d62-8bb8-3f96436364d1,,,,,,,1.0,,,,
e0666628-3d85-4d59-ae27-3a52353d88a5,,,,,,,,,,1.0,
a40a3605-ef25-40a5-98c6-080e7a64d1c1,,1.0,,1.0,,,,,,,
0e6dccd4-24dd-41e0-9de5-cdadd9a793d9,,1.0,,,,,,,,,
9f65e191-7033-4dbf-9d14-ad3e598d6da7,1.0,,,,,,,,,,
4c29bf37-33e7-449e-a49b-42f76537287c,,,,,,,1.0,,,,
1e5fc796-0e4e-4dd7-8c72-e99d949cc485,1.0,,,,1.0,,,,,,
379061b9-c42b-4be5-b964-24582d09cae7,,,,,,,1.0,,,,
52b7122e-4ebe-4f83-bd33-293520ed20a1,,,,,1.0,,,,1.0,,
ccf0e3a1-9a13-4c33-bbdb-689b39bd066b,,,,1.0,,,1.0,,,,
ed121f50-989e-47c7-a3d0-693f6b404310,,1.0,,,,,,,,,
8137d500-48d3-474c-bafc-7d17880611b3,1.0,,,,,,,,,,
cea09b8c-9707-482d-998c-95a69225f314,,,,1.0,,,,,1.0,,
e3c3b93e-19d2-43f2-97f1-4fe56029b8cc,,,,,,,1.0,,,,
7f40e60b-ea39-481b-8f33-0f1f1533df51,,,,,,,1.0,,,,
f9a56f9d-b2d8-490c-aad3-801cc97253ff,,,,,1.0,,,,,,
7a1e0a0d-3b4b-408e-aaf1-fbeb8d4aaed9,,,,1.0,,1.0,,,,,
935b8526-a08f-4986-b9e7-643ac2b6d551,,1.0,,,,,,,,,
ba5be092-a129-4506-992f-c128fb07bb60,1.0,,,,,,,,,,
fbcd139d-40c5-47f5-b4c8-03b866e9d363,,,,1.0,,,,,,,
665022fa-90c6-4356-ab92-a5256a53f277,,,,1.0,,,1.0,,,,
1cad6301-b4b3-4be1-aca9-f09d95c97221,1.0,,,,,,,,,,
d494e1cd-4c1d-438c-91f1-b1f49353b687,1.0,,,,,,,,,,
407839bb-f1f4-4511-b068-9ea0ed31a157,,,,,,,1.0,,,,
eaba768d-bd38-4646-be52-af7cb2f9e103,,,,,,,1.0,,,,
8176f44c-fc4a-4fba-a971-6b243d7d9da7,,1.0,,,,,,,,,
342dedf6-2aa7-420b-816f-83a378f00ef4,,,,,,,1.0,,,,
495c0515-3ab0-4485-af38-3c4883580dae,1.0,,,,,,,,,,
0bc5e780-31c9-4049-b8fb-1abe2e59a5bf,,,,,,,1.0,,,,
dd27417d-6d9f-4c9d-ba01-5d6f877b2690,,,,,,,1.0,,,,
2f1d1ad5-f573-46ed-b658-86007d4e7d88,,,,1.0,,,1.0,,,,
907ac7ed-26c5-4b35-b4bb-219d9443eff7,,,,,,,,,,,
e14422de-e143-4fa6-ba69-77b37063e122,,,,,,,1.0,,,,
25bf3a19-e603-4d66-96e0-c715eb98e843,,,,,,,1.0,,,,
580b5af2-e09f-497f-aadb-c11a32e0b0a3,,,,,,,,,,,1.0
2b261334-33a8-4a01-bc13-d24486bd0d13,,1.0,,,,,,,,,
a34216ca-14b1-4a90-a230-ddf38561ae0b,,,,,,,,,,,1.0
6796581a-e5ab-4d4f-8e5c-348e10a1f49a,,1.0,,,,,,,,,
1c0494a7-b9f4-4ce4-a943-92187e470745,,,,,1.0,,,,,,
d30ee2db-cb6c-44a2-9cdf-083c1a7ea073,1.0,,,,,,,,,,
84906f9b-7e32-4e7b-9c96-dcccd0dfc8a5,,,,,1.0,,,,,1.0,
e4d8fe59-85e9-46eb-b41a-8b4e70d02c25,,,,,,,1.0,,,,
01d4558c-1bd9-4334-8e2f-52d6925fcddd,,,,1.0,,,1.0,,,,
22b183d5-9055-4e5d-85da-f444af7ab2d9,,1.0,,,,,,,,,
2d81327f-77a2-478f-83dd-a08231a58ed0,,,,,1.0,,1.0,,,,
b080583e-bf45-4453-9bec-ec9180375cd4,,1.0,,,,,,,,,
b476b7c7-2e7a-4c03-8796-8775cccd7cbe,1.0,,,,,,,,,,
c025f93b-a063-4c2e-bc2d-9fa9c39089ac,1.0,,,,,,,,,,
4e90aa04-9121-4a1d-b137-504ef74dc0e4,,,,1.0,,,,,,,1.0
8d5572d9-7ebf-424b-8f12-14b0d9e4c686,,,,,,,1.0,,,,
38709112-82bd-4732-b0e3-22e1071add4a,,,,,,,1.0,,,,
fd97a5a2-6f86-4293-9eeb-8b1a4959aeca,,1.0,,,,,,,,,
6bbc3008-5634-409a-bb9a-5f7bbf573af4,1.0,,,,,,,,,,
304c4a00-d82c-44d7-9df8-7545fe816c50,,1.0,,1.0,,,,,,,
20169ef2-cc7e-4b95-94bf-3f1ebb093d40,1.0,,,,,,,,,,
e880a257-f075-4176-b9de-c6fb36aad95c,,,,1.0,,1.0,,,,,
11548141-ca7b-4372-a16c-2dff5e63d802,1.0,,,,,,,,,,
6f3c40c4-b1be-4dc6-8094-a5d368b0a1b5,,,,,1.0,,,,1.0,,
ef7f61a7-c0a8-4fba-80f4-be2cc51f6819,,,,,,,1.0,,,,
1693ff22-e93b-4574-b78e-96824e0d8d83,,1.0,,,,,,,,,
fe97a75e-da50-4247-a74f-b49dd3670dfb,,,,,,,1.0,,,,
13ad776d-1280-4fb0-bda2-508c229115cb,,,,,,1.0,,,,,
5cb5c66c-b6f7-42a5-8792-d2a9c38b2b96,1.0,,,,,,,,,,
db88a1d9-5639-4399-950b-9407e479183b,1.0,,,,,,,,1.0,,
8f508d96-21d5-4ec3-b59a-58ec709b8132,1.0,,,,,,,,,,
a2b10a0f-0d0f-4882-b41d-802f8e217825,,1.0,,,,,,,,,
b110918d-8d36-4df6-9488-789483f37230,,,,,1.0,,,,,,
5e8ec440-af49-49f8-802f-69aa2d698794,,,,,,,,,1.0,,
f788729d-a564-4a42-ba15-b888c851d579,1.0,1.0,,,,,,,,,
c0b039d9-2988-4ec0-8698-57ec86e7200e,1.0,,,,,,,,,,
5e5c0f66-4238-4c07-8387-f86d6ba63a48,,,,,,,,,1.0,,
f864feb7-a19d-4492-b6b0-f14b0c541fce,,1.0,,,,,,,,,
df63d31f-1f52-4195-8150-d1b7e854b2c2,,,,,1.0,,,,,,
57bec39d-7647-4b82-b136-ac5a409a1b67,,,,,,,1.0,,,,
fb52ad9c-6aa6-4e98-ab88-0d22efc67124,1.0,,,,,,,,,,
175054d4-426a-4fe0-b121-89c8da463dfb,,,,1.0,,,,,,,
6ff5fbf3-a505-42c3-b56b-6bd87d4886e6,1.0,1.0,,,,,,,,,
2e82b2a9-3512-49cd-bca8-60b0aad89fc0,1.0,,,,,,,,,,
1c4d8ff0-fe24-4d9c-a1d3-75591a0f6c8f,,1.0,,,,,,,,,
fad9ac64-9568-4865-b028-8e21a8002bd3,,,,1.0,,,,,,,
886564b8-de41-4d40-b020-5c0f8edbb23b,,1.0,,,,,,,,,
7b2d0c14-b528-46e0-a3a4-8bdff9bdc9af,,1.0,,,,,,,,,
109b8e03-0f70-4e97-a871-fd3153ec89af,,,,,,,,,,,1.0
4592d3c1-e143-4cd6-9af0-80b2fa8cb323,,,,,,,,,,,
59750843-c859-43e1-8a99-23f6fa482412,,1.0,,1.0,,,,,,,
2e18bee9-c344-4616-99d6-ecb16463f180,,,,,,,1.0,,,1.0,
fde3cd50-76a8-4567-91cd-1d5875951288,,,,,1.0,,,,,,
7f1ed826-24ee-495d-a003-24c5b579b239,1.0,,,,,,,,,,
4dbf459e-a785-4411-8217-f472e1dfe6b4,,,,1.0,,,,,,,
c773836e-5414-43ac-8113-9e101fde7ce7,,,,1.0,,,1.0,,,,
7a1a005d-493b-4ecc-bb20-bc92d37e7cc6,1.0,,,,,,,,1.0,,
b645721f-05de-4b02-9145-cbbbbb864fe6,,,,,,,1.0,,,,
c12bb55a-20ef-49a6-9f44-5a14f6a1c851,1.0,,,,,,,,,,
2647942c-1426-4a24-baf3-077590973698,1.0,,,,,,,,,,
61f3329e-b1fc-49fd-b198-a11450d4252f,,,,,,,1.0,,,,
e31115e4-e0d8-4cb7-8637-8ed7d941f527,,1.0,,,,,,,,,
b3e17344-2319-4db4-9468-51235f7cf04b,,,,,,,1.0,,,,
283f9a4f-a4f0-412c-b805-7c9665610e8a,,,,,,,1.0,,,,
fc8f6efa-a60a-4125-aa77-501236b3ed34,,,,,,,,,,1.0,
9106ccb0-016d-43b8-83a7-cd2d1d735e35,,,,,,,1.0,,,,
13a374bc-2cf1-4191-807d-967d726227fd,,1.0,,,,,,,,,
a228478e-d40c-47cf-a2f3-9682f74263af,,,,,,,1.0,,,,
0f57e4e3-2dc4-4e88-86a3-2c9e5b85cb2e,,,,1.0,,,,,,,
097aac6a-35ae-4cbb-92d4-93a0cdbde843,1.0,,,,,,,,,,
2cda18ec-4ea8-4eae-8cc7-bdd599912017,,1.0,,,,,,,,,
471d1b22-ccf6-457d-8e7f-a2ab140df9a7,1.0,,,,,,,,,,
54446a84-a176-48c1-9570-5b6fffafa079,,1.0,,,,,,,,,
f3680f50-8d68-49ce-acdc-f7b8642b421f,,,,1.0,,,1.0,,,,
e5080f0c-d2f8-4e3e-b982-d4a7af3f0e56,,,,,1.0,,,,1.0,,
d29ab075-3776-458a-b226-5411842b95fd,,,,,,,,,1.0,,
9f248c00-da71-442f-add2-d04d35a819e4,1.0,,,,,,,,,,
6b8ecde6-e2d3-4403-a9bc-b283fe2f8431,,,,1.0,,,,,,,
d3226b4a-3b7d-408d-bc43-7e92eb9eb0de,1.0,,,,,,,,,,
a92712a5-0323-4eae-a042-2a2bc47a3f91,,,,1.0,,,1.0,,,,
1164d6d5-6412-48d7-a99f-c6852f17ecaa,1.0,,,,,,,,,,
53830748-623c-4b1e-802d-42391f0409f1,,,,,,,1.0,,,,
6fc89138-9f16-480e-a0fe-b923ec4efbfa,,,,,1.0,,,,,1.0,
cc3fc8c4-c6c3-42d8-912f-a5d8b17db668,,,,,,,1.0,,,,
9ff81596-535d-4f99-8698-39612b50962c,,1.0,,,,,,,,,
c228ded3-f367-4155-a647-7ea2ce69f12a,,1.0,,,,,,,,,
ad14dd40-6be7-43ae-ae57-e713a43b23f5,1.0,,,,,,,,,,
d9626f4e-9b2a-4621-bd33-9446495c40d1,,,,1.0,,,1.0,,,,
60a36a6b-acc1-45e3-9108-db857976ac90,,,,,,,1.0,,1.0,,
a94bdafb-86b4-4b04-a40c-bd4da96ffb0a,,1.0,,,,,,,,,
051ea40c-e235-440a-b784-80d6072fee03,,1.0,,,,,,,,,
83605d07-c955-4e64-90b6-2cd8679a53e9,,,,,,,,,,,
12e86901-be7c-4c52-99f4-72749c30289a,,,,1.0,,,1.0,,,,
733194fc-dcaa-4179-b167-804f68fbf8d1,1.0,,,,,,,,,,
bdee1f80-fe2e-4f0d-8620-476321c393fe,,1.0,,,,,,,,,
6e40291f-c404-4bb1-95cb-02b5730a2981,1.0,,,,,,,,,,
8526e10b-c60f-4b59-928c-7586f2569624,,,,1.0,,,,,,,
a2a5e975-2696-4b73-adfa-66c16b5ab18e,,,,,,,1.0,,,,
1c9ea245-dcfa-44f3-9f46-7737d6b1969a,1.0,,,,,,,,,,
2b260bec-0429-4836-b980-133dc13f9d42,,1.0,,,,,,,,,
58704d94-d339-4a3d-b221-de83bda461e8,,,,,1.0,,,,,,
502647a2-7f9d-4caa-ae62-aaad5cf944c2,,,,,1.0,,,,,,
566534cc-a1d6-4fe8-bcb0-953a073674d4,,,,,,,1.0,,,,
394b27f5-1226-4d79-9661-5d271fe65440,,,,,,,1.0,,,,
aa6934d4-2c78-41ca-b971-ca0bddbef05b,,,,,,,,,,,1.0
bb5c40f4-1145-42f7-ae6a-62339d00088a,,,,,,,,,1.0,,
1a252324-a35f-429b-aa4a-32c87a8ea838,1.0,,,,,,,,,,
e82c54bd-9abb-47d8-a817-7dd157ffb095,1.0,,,,,,,,,,
c3a1de05-f9bb-4224-87a1-a3b29a70e00d,,1.0,,,,,,,,,
41d08159-78e4-4bc5-83e7-bca2bc13bf78,1.0,,,,,,,,,,
8ce0b1af-f437-48ad-ac2d-55f4224a8c99,,1.0,,,,,,,,,
e81524d7-be5e-40c4-88ab-c07d8ac98516,,,,,,,,,,,1.0
552124bb-56da-4a60-851f-32beb7aef557,,1.0,,,,,,,,,
0acd7eb0-3651-432e-b7f8-ecb4a966a965,1.0,,,,,,,,,,
47e1abba-fe81-45e0-991e-5596e23e291e,1.0,,,,,,,,,,
d2f0cca3-3e42-4387-bf07-bf93f9966934,,1.0,,,,,,,,,
63709ce0-d34c-43e7-b8eb-da2bd12376ec,1.0,,,,,,,,,,
f0894313-78cd-471b-8992-f345ec72ba8d,,1.0,,1.0,,,,,,,
33dfb938-2ec2-4823-b4db-fe0e3b44ae00,1.0,,,,,,,,,,
0558fa9c-0487-460e-957a-1fec6fffd059,,1.0,,,,,,,,,
05f82d57-fc8a-4270-b6fa-4338ce81a3d2,,,,,,,1.0,,,,
a513af55-3684-4874-bca5-15e062685a28,,1.0,,,,,,,,,
8e8052e1-7942-4f78-88a7-7e4a777d472b,,1.0,,1.0,,,,,,,
63756238-fb41-49da-bf28-81f9a335b1a3,,,,,,,1.0,,,,
a2da7e32-b2ee-4a0c-b745-c6fbcb60cc03,,,,,,,,,1.0,,
ae5ee087-acf1-4a75-96e2-7944ec91189e,,,,1.0,,,,,,,
6bc65ed9-492d-4f97-9cb4-83d3139604ed,1.0,,,,,,,,,,
d8b85c17-810f-4ba6-b5fd-9d0f10e974b0,,,,,,,1.0,,,,
af32252c-68fb-4c24-9d5b-3a0707491c8d,,1.0,,,,,,,,,
f1110245-f34a-4696-a118-c7408d44a7fd,,1.0,,,,,,,,,
abd82268-b591-482b-91d3-3f23860417b7,,,,1.0,,,,,,,
a6cf4944-0fae-41de-bc57-29f1baef92d2,,,,1.0,,,,,,,
bec36f54-a42f-45c2-ab51-46e582be6d48,,1.0,,,,,,,,,
4bd41601-81cd-4b96-9e39-cef8fa27fe49,1.0,,,,,,,,,,
9c5c0eba-51d9-4b3e-8952-7b784fe0431d,,,,,,,1.0,,,,
0314251d-41e9-402d-a8e8-27a746cc0513,,,,,,,1.0,,,,
9ecbe16a-73a3-41a3-88d5-1a4400a2a2af,,,,,,,,,,,
0cc70d59-c026-4979-94eb-6b49db555fd2,,,,,,,1.0,,,,
972112e8-3961-46c9-ad5a-f109076d2eeb,,,,,,,,,,,
4edc48c5-d9ea-495b-9b47-359032dfde71,,,,1.0,,,1.0,,,,
4f938e9e-5cc6-4c6f-a009-7bc8246e184c,1.0,,,,,,,,,,
90a8e321-163a-48c3-84a0-26066ab4e75b,1.0,,,,,,,,,,
7fa7d477-2a96-4943-93a2-f805a4e5a451,,1.0,,,,,,,,,
21beea9b-3ee6-4001-a7e8-83a583c42d0f,1.0,,,,,,,,,,
617418f1-d68a-4c78-9687-81cb93b0077e,,1.0,,,,,,,,,
3bb0325e-67af-425f-94a5-c9ab9a2c4086,,,,,,,1.0,,,,
d47c85a9-cd6d-48d1-a6e6-0c6448ebf399,,1.0,,,,,,,,,
be0407e8-06b7-43fb-80b1-0665157f0d81,,,,,,,1.0,,,,
c3a17e69-bb4f-437a-b579-ac173c4d43da,,,,,,,1.0,,,,
eabad398-f026-44d0-81d5-b1895ef41953,1.0,,,,,,,,,,
17bbd3fe-21ab-40e0-a239-b67170ec4178,1.0,,,,,,,,,,
6414d695-de4b-4719-bc27-ecf2017a49a0,,,,,,,1.0,,,,
0bedbf70-9c0b-475c-a384-5cc0e7962bb4,,,,,1.0,,,,,,
c81f34a2-6f94-40c2-a395-2a7ab7ad14bd,1.0,,,,,,,,,,
5e2d64f9-814a-40f8-8055-bf121c7675ca,,,,1.0,,,1.0,,,,
0ef40109-7d36-4db6-a810-f24837e69d1f,,1.0,,,,,,,,,
d67ec1d9-9af4-4f8d-b1e3-7ac825c464f6,,,,1.0,,,1.0,,,,
df98acf6-88ad-4548-ab31-5f2c368d6730,,,,,,,1.0,,,,
0d95afbb-e4f9-4a86-81e8-daf868fd7de1,,1.0,,,,,,,,,
9cfbd7f7-6486-4c33-9d54-035aed6ef7d3,,,,,,,1.0,,,,
d4ab2be7-74ea-4f07-a97c-ad1aa11be303,1.0,,,,,,,,,,
d448826b-267c-4e9b-bd04-ae560f590784,,,,,,,1.0,,,,
1975b2b5-5f21-4e85-83d4-488ac7fe858c,,,,,1.0,,,,,,
85fe6e77-c3d2-4654-8b5b-78268325bed3,,1.0,,,,,,,,,
029ecdbd-3156-45a8-80e4-a8b7c35a4548,,,,,,,1.0,,,,
09c46955-5a00-4af1-a7a6-317c23bfb974,1.0,,,,,,,,,,
4670133c-f3bd-46a9-aa6d-0679170f53cd,,,,,,,1.0,,,,
996a6092-2e34-42de-92ba-8a8211b84862,,,,,,,,,,,1.0
81428daf-69e4-4545-a047-10cc2b65dc55,,1.0,,,,,,,,,
aa75c1d4-0c80-4241-9af3-4f8164b8b62a,,1.0,,,,,,,,,
f8ed837c-0a81-42b8-8c84-39faf7d68c96,,1.0,,,,,,,,,
7047ea7a-b5f8-4d02-aa93-3070ec12b254,,,,,,,,,,,
c14cdb99-626a-4e72-86e0-660d2f5f5c5c,,,,1.0,1.0,,,,,,
1a9e233a-0b96-4031-8984-f66d527f31c5,1.0,,,,,,,,,,
2424b256-0fca-4b8a-9991-52df45e82a75,,,,1.0,,,1.0,,,,
bbfea7c9-2844-4749-984e-ecb1b9f6c352,,1.0,,,,,,,,,
48bede82-118d-46c4-ad71-b044e622186c,,1.0,,,,,,,,,
c940d635-bce5-492a-9905-f088bb18959a,1.0,,,,,,,,,,
4ddcee14-0bc9-4d19-88ad-441f50d9291c,,,,,,,1.0,,,,
4e03676f-14fc-41ba-8151-680eb036ce6c,1.0,,,,,,,,,,
44f87df0-3a85-425e-95b4-9ce1be8ecaa3,,,,,,,,,,,
a4c284fb-6330-4708-b009-77ad4a2f8954,,,,,,,1.0,,,,
45977b96-3e8c-4c1a-9d6d-fda96ce8d64a,1.0,,,,,,,,1.0,,
0444e4ac-9e9c-44db-8e0b-1fee26008b2f,1.0,,,,,,,,,,
dd702b85-b1d0-4559-8a26-d184dbcfba9c,1.0,,,,,,,,,,
6bf989be-7219-443e-9f66-e0d5809fbc6b,1.0,,,,,,,,,,
5f03bdc4-dd3a-4e49-b701-2e0ef367f4fd,1.0,,,,,,,,,,
6c69d4bc-5531-48c8-9405-9f3dbae4d87f,1.0,,,,,,,,,,
1b2fcf8a-e487-4b38-a997-cdbb4e3c5fff,,1.0,,,,,,,,,
044761f2-1e39-4476-b571-5db5262995ab,1.0,,1.0,,,,,,,,
ef62d5f6-9b89-46c8-a1de-fd6521edf1e7,,,,,1.0,,,,,,
0b0f53ff-aeda-45e2-bb4f-9ce9c240a4f0,,,,,,,1.0,,,,
50d2df03-8324-4b47-9947-ffd31daecb21,1.0,,,,,,,,,,
f69d300a-456c-4045-a9ce-e8337d916fb9,,,,,,,1.0,,,,
c4750b36-8e1b-43b5-b223-b0c1a21005d9,,,,,1.0,,,,,1.0,
23387ecd-106e-472e-9c68-a44763fb0697,,1.0,,1.0,,,,,,,
1ce80d71-64af-45d1-be85-6dc2d7ba4340,,1.0,,,,,,,,,
498e2e15-cec3-4e87-a8b4-a53b2eb1e282,1.0,,,,,,,,,,
bc5532ee-ca65-4658-b996-d032eb136768,,1.0,,,,,,,,,
337b1d9c-bc58-4596-9bdf-60c122efe90a,1.0,,,,,,,,,,
80ecccf2-bfb6-490b-9d80-abf04064caec,,1.0,,,,,,,,,
58fd2859-af15-4d7c-bf97-9fac6a8ecc01,,1.0,,,,,,,,,
0571bc93-ed4b-4525-bfe1-fc846e1680e5,,,,,,,1.0,,,,
53d5cb83-54b3-473c-b8fa-01fe4a27de69,,,,,,,1.0,,,,
13af4d70-49ba-4baa-87b2-e319496c169d,,,,,,,,,,,
d9df2427-ee92-470a-b45c-5d74cf16f92b,,,,,,,,,,,1.0
4f81d9f4-8d4e-4e0a-b148-1417b40dc66a,,1.0,,,,,1.0,,,,
29e6cfbc-8095-4762-9b91-33bb0ed49f6a,,,,,,,,,,,1.0
47e7b154-784a-4d27-8bb1-10f79ac6e880,1.0,,,,,,,,,,
65683ada-cd4b-49d1-8e4c-1b27b0861e93,,,,,,,1.0,,,,
d2fa712b-125f-491b-b220-ff496ae66bfe,,,,1.0,,,1.0,,,,
49b2567c-8644-40cb-8221-8d9a11f273df,,,,,,,,,,,
074ad4f9-2d07-4f8b-9432-863a7ae698b3,1.0,,,,,,,,,,
71556879-b2f2-4dd1-918a-f6e4fb2362d9,,,,,,,1.0,,,,
bf2756b9-bdaf-4516-8ed5-1c4ea7f82704,,1.0,,,,,,,,,
b6e8b00f-ab54-4ddb-af7a-42407923f5ad,,,,1.0,,,1.0,,,,
2a3a1d34-9d24-43c2-8968-cb8d035f95c1,,1.0,,,,,,,,,
525a5e3b-1f31-4de3-bc3c-87522e30bfaf,1.0,,,,,,,,,,
0c7f3006-973f-4ac1-89f9-5cc2b4c4cf12,1.0,,,,,,,,,,
9b44447d-b81c-409d-aecc-5065efea5a32,,,,1.0,,,1.0,,,,
98341c64-42be-4113-9854-a2afc78622b8,1.0,,,,,,,,,,
0278a01b-9f8f-4902-95f7-0df3798ca340,1.0,,,,,,,,,,
10c6ce4e-4f8f-442c-9b63-6c671f8d183a,,1.0,,,,,,,,,
a98c3b58-f0e8-41c8-aa0d-e2525db87cec,,,,1.0,,,1.0,,,,
20e89a71-90c5-4683-af6d-9be539ebf81a,1.0,,,,,,,,,,
2b3181fd-e331-4b26-b3a8-1d6f0fab3ca7,1.0,,,,,,,,,,
50cdd89f-7397-4398-9455-f3877aeb5840,,,,,,,1.0,,,,
60bb2d1b-5a0e-4589-aa35-08e24811f677,1.0,,,,,,,,,,
d9137531-27f6-44e6-8026-216df3c46662,,,,,,,,,1.0,,
eeb6c9ef-92ac-4826-b075-155362740e70,,,,,,,1.0,,,,
ddbb1936-fc18-4875-9ddd-d9bbd4e0f70c,,,,,,,1.0,,,,
24267010-0bd4-4708-9f10-2263ab616058,,,,,,,,,,,
b3596719-6224-4c94-b36b-86029c9e07b1,1.0,,,,,,,,,,
4ff7bb50-4931-466a-86ba-c787144ac756,1.0,,,,,,,,,,
7c37d7df-caa7-4157-8069-cc4b35385342,1.0,,,,,,,,,,
a8448716-2785-44ea-82c9-3b2f0744993b,,,,,,,1.0,,,,
71fe7fd7-47f2-464a-9840-ac182782d2b6,,,,,,,1.0,,,,
e6209d4f-d840-43d3-91cc-f075d2610ac0,1.0,,,,,,,,,,
7a690bb4-1741-4a9c-afff-4b965eadc668,,,,,,,,,,,
9667839a-d052-422f-94e5-747a1851780e,,,,,,,1.0,,,,
e43548ab-fee2-4e6b-8dbc-940596d6269d,,,,1.0,,,,,,,
e7a43c37-4ad3-44c7-88d7-d275628d3621,,1.0,,,,,,,,,
d82c1039-07e6-4aec-a82f-6d51947db1d5,,1.0,,,,,,,,,
545a106f-7c37-4775-8f82-cd3d5a4239db,,,,,,,1.0,,,,
b44cf83a-e681-4e16-bafd-8cc5d7e93b75,,1.0,,,,,,,,,
f658efd3-6be9-4c51-aa50-2f30119abeef,1.0,,,,,,,,,,
50877e2f-9427-4d5f-ad2c-d83d5c40fd01,,,,,,,1.0,,,,
6d9612af-4346-470c-b4ce-46116047f91e,,,,1.0,,,1.0,,,,
4dd830f2-a1a9-400e-8e13-77d929939a91,,,,,,,1.0,,,,
c3d2d1ad-feb5-4457-91a0-ceb40c333b36,1.0,,,,,,,,,,
ccded873-d277-4d2c-8981-2146938bbced,,,,,,,,,1.0,,
e67f508f-8d36-4276-b1e1-baf7be0cc733,,,,,,,,,1.0,,
33bcfe2d-40ac-458a-800c-0b342577f00d,,,,,,,,,,1.0,
fbe471aa-bc59-436b-a55f-5fdfc02db7ee,,1.0,,,,,1.0,,,,
05f2a90a-116e-4035-9bc9-dec01ce6c018,,,,,,,1.0,,,,
0c0f456c-b924-49d8-b207-f2d7d0658179,,1.0,,,,,,,,,
9cc1f2d4-aedc-4e3f-814b-31cbd1f6085d,,,,,,,,,1.0,,
9da07220-4601-4ebc-ac1c-32f22bd991ed,1.0,,,,,,,,,,
3b94822e-2447-40d6-ab31-ebf56f2d7f42,1.0,,,,,,,,,,
8604c961-efb6-4124-a6b1-a82bbbd874bb,1.0,,,,,,,,,,
f824f0c3-f593-4a65-9498-544531591942,,,,,,,1.0,,,,
2c8f79a3-3e81-4bb9-aa5b-9886fa57407b,,,,,,,1.0,,,,
ba155b56-dbc7-47d8-9ca7-3d22434bce4e,1.0,,,,,,,,,,
a99299da-4060-4420-8285-bb493682e798,,,,,,,1.0,,,,
7c913719-f1c3-49c1-b8a5-57834b7922e0,,,,,,,,,,,
aebac965-94bc-4326-b0aa-f35a2a59a389,,1.0,,,,,,,,,
e5414705-de62-4a47-8aab-5f67fbfac492,1.0,,,,,,,,,,
fa03754c-3271-405b-8bb6-5f91ba26ed7e,1.0,,,,,,,,,,
a592feec-7c5a-4a77-9b2a-eaea1167ea4a,1.0,,,,,,,,,,
9813de07-dcdc-48c6-8726-6a0193118eba,,1.0,,,,,1.0,,,,
524279d3-825a-4613-90a7-2b7382f0269c,,1.0,,,,,,,,,
0403a9ee-923a-4ffe-b1ec-ac6b051ce328,1.0,,,,,,,,,,
8fec87d1-7a3e-47e9-83e1-2e3de16f114e,,,,,1.0,,,,,,
4793b498-a566-4383-b301-3d649a8ba536,,,,,,,1.0,,,1.0,
a88713d9-053b-4b6c-a441-e7a2ad0e7bd6,,1.0,,,,,,,,,
af741a4d-d5a8-48f3-a3a9-5f717863b264,,,,,1.0,,,,,,
42f9cd4b-81dd-47d1-944a-93d5047d8ded,1.0,,,,,,,,,,
d5e601da-d88e-452a-bfe4-0371e16240c5,,1.0,,,,,,,,,
e418223b-fb18-4aea-81cf-ee2dcdfabfc0,1.0,,,,,,,,,,
2e4baeaf-649d-4e2e-aaf4-d3b49d88908d,1.0,,,,,,,,,,
555675c0-80ba-423d-a808-6a32beb1b9db,,1.0,,,,,,,,,
b5cf7acd-15e5-4bea-ac50-0c5e2c9e5032,,,,1.0,,,,,,,
85aaea14-a7a8-4bb2-8b12-aabe1e13b916,,,,,,,1.0,,,,
80391030-826e-47c6-834c-fc1a2e35d93e,,1.0,,,,,,,,,
368cca6c-bea4-44c6-a2fa-1aa2a89b1961,1.0,,,,,,,,,,
27c50530-d6ce-421e-a80e-94d359e4ae91,,1.0,,,,,,,,,
0f16006a-0adc-41a3-8f54-0fa333dbf223,,1.0,,,,,1.0,,,,
664b3103-9790-4216-a204-905a3b181193,,1.0,,,,,,,,,
a1089950-85cc-4a84-842e-d19a97f58164,,,,1.0,,,1.0,,,,
c7db804f-db15-4f70-a7c6-3421eac5d825,1.0,,,,,,,,,,
cdc23d01-139f-49eb-8930-71e1747e41b2,,1.0,,,,,,,,,
a1112d9d-95f0-4ed9-83d1-a8399344c60c,1.0,,,,,,,,,,
